reviewer_initials,study_ID,ES_ID,full_citation,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation.x,outcome_long,control_CV,treatment_CV,short_citation.y,country_standardised
RP,S006,S006.30,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.23,0.005773502691896258,0.01,3,Tank,IMTA-U0,1.24,0.017320508075688773,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,0.024193548387096774,0.008130081300813009,Falade (2023),South Africa
RP,S006,S006.31,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.23,0.011547005383792516,0.02,3,Tank,IMTA-U0,1.24,0.017320508075688773,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,0.024193548387096774,0.016260162601626018,Falade (2023),South Africa
RP,S006,S006.32,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.3,0.023094010767585032,0.04,3,Tank,IMTA-U0,0.27,0.005773502691896258,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,0.037037037037037035,0.13333333333333333,Falade (2023),South Africa
RP,S006,S006.33,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.33,0.005773502691896258,0.01,3,Tank,IMTA-U0,0.27,0.005773502691896258,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,0.037037037037037035,0.030303030303030304,Falade (2023),South Africa
RP,S006,S006.34,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.34,0.005773502691896258,0.01,3,Tank,IMTA-U0,0.27,0.005773502691896258,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,0.037037037037037035,0.029411764705882353,Falade (2023),South Africa
RP,S006,S006.35,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.34,0.005773502691896258,0.01,3,Tank,IMTA-U0,0.27,0.005773502691896258,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,0.037037037037037035,0.029411764705882353,Falade (2023),South Africa
RP,S006,S006.36,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.3,0.005773502691896258,0.01,3,Tank,IMTA-U0,0.27,0.005773502691896258,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,0.037037037037037035,0.03333333333333333,Falade (2023),South Africa
RP,S006,S006.37,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,1,0.004472135954999579,0.01,5,Tank,Abfeed®-S34 Control,1.01,0.004472135954999579,0.01,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,0.009900990099009901,0.01,Falade (2023),South Africa
RP,S006,S006.38,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,1.02,0.008944271909999158,0.02,5,Tank,Abfeed®-S34 Control,1.01,0.004472135954999579,0.01,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,0.009900990099009901,0.0196078431372549,Falade (2023),South Africa
RP,S006,S006.39,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,FW,growth performance,Basal,Not applicable,17.55,106.7,0.5992662179699436,1.34,5,Tank,Abfeed®-S34 Control,108.06,0.6931810730249348,1.55,5,Tank,g,Figure 5.3,No,NA,Falade (2023),Final weight,0.014343883027947436,0.012558575445173383,Falade (2023),South Africa
RP,S006,S006.40,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,FW,growth performance,Basal,Not applicable,17.55,103.17,0.6931810730249348,1.55,5,Tank,Abfeed®-S34 Control,108.06,0.6931810730249348,1.55,5,Tank,g,Figure 5.3,No,NA,Falade (2023),Final weight,0.014343883027947436,0.015023747213337211,Falade (2023),South Africa
RP,S006,S006.41,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,SGR,growth performance,Basal,Not applicable,17.55,0.2,0.004472135954999579,0.01,5,Tank,Abfeed®-S34 Control,0.2,0.004472135954999579,0.01,5,Tank,%BW/day,Figure 5.3,No,NA,Falade (2023),Specific growth rate,0.049999999999999996,0.049999999999999996,Falade (2023),South Africa
RP,S006,S006.42,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,SGR,growth performance,Basal,Not applicable,17.55,0.18,0.004472135954999579,0.01,5,Tank,Abfeed®-S34 Control,0.2,0.004472135954999579,0.01,5,Tank,%BW/day,Figure 5.3,No,NA,Falade (2023),Specific growth rate,0.049999999999999996,0.05555555555555556,Falade (2023),South Africa
RP,S007,S007.1,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,BG,growth performance,Basal,Not applicable,22,90.2,2.05,6.9,4,Tank,0% UPE meal diet,91.48,3.45,6.9,4,Tank,g/tank,Table 4,No,NA,Bates et al. (2017),Biomass gain,0.07542632269348491,0.07649667405764966,Bates et al. (2017),Australia
RP,S007,S007.2,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,SGR,growth performance,Basal,Not applicable,22,1.62,0.02,0.06,4,Tank,0% UPE meal diet,1.63,0.03,0.06,4,Tank,%BW/day,Table 4,No,NA,Bates et al. (2017),Specific growth rate,0.03680981595092025,0.037037037037037035,Bates et al. (2017),Australia
RP,S007,S007.3,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,PD,nutrient utilisation,Basal,Not applicable,22,28.49,0.82,1.54,4,Tank,0% UPE meal diet,25.98,0.77,1.54,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Protein deposition,0.059276366435719784,0.05405405405405406,Bates et al. (2017),Australia
RP,S007,S007.4,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,ED,nutrient utilisation,Basal,Not applicable,22,23.59,0.29,1.52,4,Tank,0% UPE meal diet,22.21,0.76,1.52,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Energy deposition,0.06843764070238631,0.06443408223823655,Bates et al. (2017),Australia
RP,S007,S007.5,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,FW,growth performance,Basal,Not applicable,22,7.84,0.14,0.46,4,Tank,0% UPE meal diet,7.91,0.23,0.46,4,Tank,g,Table 4,No,NA,Bates et al. (2017),Final weight,0.05815423514538559,0.058673469387755105,Bates et al. (2017),Australia
RP,S007,S007.6,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,SG,growth performance,Basal,Not applicable,22,180.81,1.79,6.38,4,Tank,0% UPE meal diet,181.7,3.19,6.38,4,Tank,um/day,Table 4,No,NA,Bates et al. (2017),Shell gain,0.03511282333516786,0.03528565897903877,Bates et al. (2017),Australia
RP,S007,S007.7,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,FI,feed behaviour,Basal,Not applicable,22,10.09,0.21,0.4,4,Tank,0% UPE meal diet,10.68,0.2,0.4,4,Tank,g/kg abalone/day,Table 4,No,NA,Bates et al. (2017),Feed intake,0.03745318352059925,0.039643211100099114,Bates et al. (2017),Australia
RP,S007,S007.8,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.72,0.01,0.04,4,Tank,0% UPE meal diet,0.76,0.02,0.04,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Feed conversion ratio,0.05263157894736842,0.05555555555555556,Bates et al. (2017),Australia
RP,S007,S007.9,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,5% UPE meal diet,5,90,daily,FSL,growth performance,Basal,Not applicable,22,39.49,0.22,0.62,4,Tank,0% UPE meal diet,39.57,0.31,0.62,4,Tank,mm,Table 4,No,NA,Bates et al. (2017),Final shell length,0.015668435683598686,0.01570017726006584,Bates et al. (2017),Australia
RP,S007,S007.10,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,PD,nutrient utilisation,Basal,Not applicable,22,26.4,1.57,1.54,4,Tank,0% UPE meal diet,25.98,0.77,1.54,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Protein deposition,0.059276366435719784,0.05833333333333334,Bates et al. (2017),Australia
RP,S007,S007.11,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,ED,nutrient utilisation,Basal,Not applicable,22,22.25,0.86,1.52,4,Tank,0% UPE meal diet,22.21,0.76,1.52,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Energy deposition,0.06843764070238631,0.06831460674157304,Bates et al. (2017),Australia
RP,S007,S007.12,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,FW,growth performance,Basal,Not applicable,22,8.07,0.32,0.46,4,Tank,0% UPE meal diet,7.91,0.23,0.46,4,Tank,g,Table 4,No,NA,Bates et al. (2017),Final weight,0.05815423514538559,0.057001239157372985,Bates et al. (2017),Australia
RP,S007,S007.13,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,FSL,growth performance,Basal,Not applicable,22,39.71,0.65,0.62,4,Tank,0% UPE meal diet,39.57,0.31,0.62,4,Tank,mm,Table 4,No,NA,Bates et al. (2017),Final shell length,0.015668435683598686,0.01561319566859733,Bates et al. (2017),Australia
RP,S007,S007.14,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,BG,growth performance,Basal,Not applicable,22,93.75,4.94,6.9,4,Tank,0% UPE meal diet,91.48,3.45,6.9,4,Tank,g/tank,Table 4,No,NA,Bates et al. (2017),Biomass gain,0.07542632269348491,0.0736,Bates et al. (2017),Australia
RP,S007,S007.15,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,SGR,growth performance,Basal,Not applicable,22,1.65,0.05,0.06,4,Tank,0% UPE meal diet,1.63,0.03,0.06,4,Tank,%BW/day,Table 4,No,NA,Bates et al. (2017),Specific growth rate,0.03680981595092025,0.03636363636363636,Bates et al. (2017),Australia
RP,S007,S007.16,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,SG,growth performance,Basal,Not applicable,22,183.29,8.08,6.38,4,Tank,0% UPE meal diet,181.7,3.19,6.38,4,Tank,um/day,Table 4,No,NA,Bates et al. (2017),Shell gain,0.03511282333516786,0.03480822739920345,Bates et al. (2017),Australia
RP,S007,S007.17,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,FI,feed behaviour,Basal,Not applicable,22,10.44,0.16,0.4,4,Tank,0% UPE meal diet,10.68,0.2,0.4,4,Tank,g/kg abalone/day,Table 4,No,NA,Bates et al. (2017),Feed intake,0.03745318352059925,0.03831417624521073,Bates et al. (2017),Australia
RP,S007,S007.18,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.74,0.02,0.04,4,Tank,0% UPE meal diet,0.76,0.02,0.04,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Feed conversion ratio,0.05263157894736842,0.05405405405405406,Bates et al. (2017),Australia
RP,S007,S007.19,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,20% UPE meal diet,20,90,daily,FSL,growth performance,Basal,Not applicable,22,39.95,0.4,0.62,4,Tank,0% UPE meal diet,39.57,0.31,0.62,4,Tank,mm,Table 4,No,NA,Bates et al. (2017),Final shell length,0.015668435683598686,0.015519399249061325,Bates et al. (2017),Australia
RP,S007,S007.20,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,20% UPE meal diet,20,90,daily,PD,nutrient utilisation,Basal,Not applicable,22,28.26,0.78,1.54,4,Tank,0% UPE meal diet,25.98,0.77,1.54,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Protein deposition,0.059276366435719784,0.05449398443029016,Bates et al. (2017),Australia
RP,S007,S007.21,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,20% UPE meal diet,20,90,daily,ED,nutrient utilisation,Basal,Not applicable,22,23.36,0.59,1.52,4,Tank,0% UPE meal diet,22.21,0.76,1.52,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Energy deposition,0.06843764070238631,0.06506849315068493,Bates et al. (2017),Australia
RP,S007,S007.22,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,20% UPE meal diet,20,90,daily,FW,growth performance,Basal,Not applicable,22,8.05,0.23,0.46,4,Tank,0% UPE meal diet,7.91,0.23,0.46,4,Tank,g,Table 4,No,NA,Bates et al. (2017),Final weight,0.05815423514538559,0.05714285714285714,Bates et al. (2017),Australia
RP,S007,S007.23,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,20% UPE meal diet,20,90,daily,BG,growth performance,Basal,Not applicable,22,93.51,3.48,6.9,4,Tank,0% UPE meal diet,91.48,3.45,6.9,4,Tank,g/tank,Table 4,No,NA,Bates et al. (2017),Biomass gain,0.07542632269348491,0.0737888995829323,Bates et al. (2017),Australia
