reviewer_initials,study_ID,ES_ID,cohort_ID,full_citation,journal,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S002,S002.4,S002.D,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Basal,Not applicable,22,3.31,0.05,0.09,3,Tank,Commercial diet,4,0.1,0.17,3,Tank,g/kg/abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.0425,0.027190332
RP,S002,S002.13,S002.E,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,WG,growth performance,Challenge,Thermal challenge,26,4.3,0.4,0.69,3,Tank,Commercial diet,4.1,1.5,2.6,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.634146341,0.160465116
RP,S002,S002.8,S002.F,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Basal,Not applicable,26,4.68,0.11,0.19,3,Tank,Commercial diet,4.76,0.05,0.09,3,Tank,g/kg/abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.018907563,0.040598291
RP,S002,S002.5,S002.G,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,WG,growth performance,Basal,Not applicable,22,7.6,0.1,0.17,3,Tank,Commercial diet,8.3,0.4,0.69,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.08313253,0.022368421
RP,S002,S002.1,S002.H,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Basal,Not applicable,22,8,0.4,0.69,3,Tank,Commercial diet,8.4,0.9,1.56,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.185714286,0.08625
RP,S002,S002.15,S002.I,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,SG,growth performance,Challenge,Thermal challenge,26,56.2,4.8,8.31,3,Tank,Commercial diet,35.2,3.7,6.41,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.182102273,0.147864769
RP,S002,S002.11,S002.J,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Challenge,Thermal challenge,26,45.4,4.5,7.79,3,Tank,Commercial diet,44.6,7.5,12.99,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.291255605,0.171585903
RP,S002,S002.10,S002.K,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Challenge,Thermal challenge,26,129.4,21.5,37.24,3,Tank,Commercial diet,85.6,18.3,31.7,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.370327103,0.287789799
RP,S002,S002.14,S002.L,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Challenge,Thermal challenge,26,113.1,11.7,20.26,3,Tank,Commercial diet,109.1,39.4,68.24,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.62548121,0.17913351
RP,S002,S002.7,S002.M,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,SG,growth performance,Basal,Not applicable,22,113.5,4.8,8.31,3,Tank,Commercial diet,112.1,3.7,6.41,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.057181088,0.073215859
RP,S002,S002.3,S002.N,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Basal,Not applicable,22,126.9,0.5,0.87,3,Tank,Commercial diet,120.3,13,22.52,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.18719867,0.006855792
RP,S002,S002.6,S002.O,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Basal,Not applicable,22,200.4,3.5,6.06,3,Tank,Commercial diet,219.1,10.6,18.36,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.083797353,0.030239521
RP,S002,S002.2,S002.P,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Basal,Not applicable,22,209.6,10.3,17.84,3,Tank,Commercial diet,220.6,23.8,41.22,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.186854034,0.085114504
RP,S003,S003.2,S003.A,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",Fisheries Research and Development Council,2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,SGR,growth performance,Basal,Not applicable,14 - 22,0.53,0.01,0.02,4,Tank,Commercial diet,0.47,0.01,0.02,4,Tank,%BW/day,Table 3,No,NA,Stone et al. (2022),Specific growth rate,Australia,0.042553191,0.037735849
RP,S003,S003.4,S003.B,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",Fisheries Research and Development Council,2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,PER,nutrient utilisation,Basal,Not applicable,15 - 22,1.53,0.01,0.02,4,Tank,Commercial diet,1.4,0.05,0.1,4,Tank,arbitrary units,Table 3,No,NA,Stone et al. (2022),Protein efficiency ratio,Australia,0.071428571,0.013071895
RP,S003,S003.3,S003.C,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",Fisheries Research and Development Council,2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,FCR,nutrient utilisation,Basal,Not applicable,15 - 22,1.76,0.02,0.04,4,Tank,Commercial diet,2.03,0.07,0.14,4,Tank,arbitrary units,Table 3,No,NA,Stone et al. (2022),Feed conversion ratio,Australia,0.068965517,0.022727273
RP,S003,S003.1,S003.D,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",Fisheries Research and Development Council,2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,BG,growth performance,Basal,Not applicable,13 - 22,325.5,14.7,29.4,4,Tank,Commercial diet,289.9,22.8,45.6,4,Tank,kg/tank,Table 3,No,NA,Stone et al. (2022),Biomass gain,Australia,0.157295619,0.090322581
RP,S004,S004.16,S004.A,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,12,0.47,0.02,0.03,4,Tank,P41,0.5,0.02,0.03,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.06,0.063829787
RP,S004,S004.27,S004.AB,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,17,99,0.7,1.4,4,Tank,P41,105.1,0.3,0.519615242,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.004944008,0.014141414
RP,S004,S004.17,S004.AC,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,12,103.2,2.2,3.81,4,Tank,P41,114.6,5.8,10.05,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.087696335,0.036918605
RP,S004,S004.34,S004.AD,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,22,97.8,5.4,9.35,4,Tank,P41,125.9,7.8,13.51,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.107307387,0.095603272
RP,S004,S004.2,S004.AE,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,17,152.87,1.57,3.14,4,Tank,P41,162.15,2.73,5.46,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.033672525,0.020540328
RP,S004,S004.3,S004.AF,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,22,143.89,12.57,25.14,4,Tank,P41,197.46,16.67,33.34,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.168844323,0.174716798
RP,S004,S004.25,S004.AG,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,17,213.6,5.8,10.05,4,Tank,P41,285.9,5.4,9.35,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.032703743,0.047050562
RP,S004,S004.24,S004.AH,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,17,284.4,1.7,9.87,4,Tank,P41,317,5.7,9.87,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.031135647,0.034704641
RP,S004,S004.32,S004.AI,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,22,249.4,25.4,43.99,4,Tank,P41,383.7,41.5,71.88,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.187333855,0.17638332
RP,S004,S004.31,S004.AJ,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,22,277,25.9,65.64,4,Tank,P41,419,37.9,65.64,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.156658711,0.236967509
RP,S004,S004.21,S004.B,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,12,0.86,0.01,0.02,4,Tank,P41,0.86,0.01,0.02,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0.023255814,0.023255814
RP,S004,S004.23,S004.C,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,17,0.88,0.01,0.02,4,Tank,P41,0.93,0.01,0.02,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.021505376,0.022727273
RP,S004,S004.28,S004.C,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,17,0.91,0.01,0.02,4,Tank,P41,0.93,0.01,0.02,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0.021505376,0.021978022
RP,S004,S004.35,S004.D,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,22,0.91,0.03,0.05,4,Tank,P41,0.95,0.01,0.02,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0.021052632,0.054945055
RP,S004,S004.26,S004.E,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,17,1.26,0.09,0.16,4,Tank,P41,1,0.03,0.05,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.05,0.126984127
RP,S004,S004.30,S004.F,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,22,0.85,0.05,0.09,4,Tank,P41,1.07,0.05,0.09,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.08411215,0.105882353
RP,S004,S004.33,S004.G,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,22,1.93,0.22,0.38,4,Tank,P41,1.22,0.13,0.23,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.18852459,0.196891192
RP,S004,S004.22,S004.H,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,12,1.2,0,0,4,Tank,P41,1.3,0.1,0.173205081,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,0.133234678,0
RP,S004,S004.19,S004.I,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,12,2.01,0.05,0.09,4,Tank,P41,1.87,0.1,0.17,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.090909091,0.044776119
