reviewer_initials,study_ID,ES_ID,full_citation,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S004,S004.16,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,12,0.004699999999999999,0.02,3e-4,4,Tank,P41,0.005,0.02,3e-4,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.05999999999999999,0.06382978723404256
RP,S004,S004.17,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,12,1.032,2.2,0.0381,4,Tank,P41,1.146,5.8,0.1005,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.08769633507853404,0.03691860465116279
RP,S004,S004.18,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,12,0.7709999999999999,1.5,0.026000000000000002,4,Tank,P41,0.9059999999999999,5.8,0.1005,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.1109271523178808,0.0337224383916991
RP,S004,S004.19,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,12,0.020099999999999996,0.05,9e-4,4,Tank,P41,0.0187,0.1,0.0017000000000000001,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.09090909090909091,0.04477611940298508
RP,S004,S004.20,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,12,0.493,2.1,0.0364,4,Tank,P41,0.542,2,0.0346,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.06383763837638376,0.07383367139959432
RP,S004,S004.21,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,12,0.0086,0.01,2e-4,4,Tank,P41,0.0086,0.01,2e-4,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0.023255813953488372,0.023255813953488372
RP,S004,S004.22,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,12,0.012,0,0,4,Tank,P41,0.013000000000000001,0.1,0.17320508075688773,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,13.323467750529824,0
RP,S004,S004.23,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,17,0.0088,0.01,0.02,4,Tank,P41,0.009300000000000001,0.01,2e-4,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.02150537634408602,0
RP,S004,S004.24,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,17,2.844,1.7,0.0987,4,Tank,P41,3.17,5.7,0.0987,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.03113564668769716,0.03470464135021097
RP,S004,S004.25,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,17,2.136,5.8,0.1005,4,Tank,P41,2.859,5.4,0.0935,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.03270374256733123,0.047050561797752806
RP,S004,S004.26,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,17,0.0126,0.09,0.0016,4,Tank,P41,0.01,0.03,5e-4,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.05,0.12698412698412698
RP,S004,S004.27,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,17,99,0.7,1.4,4,Tank,P41,1.051,0.3,0.5196152422706631,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.49440080139929893,0.01414141414141414
RP,S004,S004.28,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,17,0.0091,0.01,2e-4,4,Tank,P41,0.009300000000000001,0.01,2e-4,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0.02150537634408602,0.021978021978021976
RP,S004,S004.29,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,17,0.022000000000000002,0.01,0.0017000000000000001,4,Tank,P41,0.025,0.1,0.0017000000000000001,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,0.068,0.07727272727272727
RP,S004,S004.30,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SGR,growth performance,Basal,Not applicable,22,0.0085,0.05,9e-4,4,Tank,P41,0.010700000000000001,0.05,9e-4,3,Tank,%BW/day,Table 12,No,NA,Francis et al. (2021),Specific growth rate,Australia,0.08411214953271026,0.10588235294117646
RP,S004,S004.31,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,WG,growth performance,Basal,Not applicable,22,2.77,25.9,0.6564,4,Tank,P41,4.19,37.9,0.6564,3,Tank,%,Table 12,Yes,NA,Francis et al. (2021),Weight gain,Australia,0.15665871121718375,0.23696750902527075
RP,S004,S004.32,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,22,2.494,25.4,0.4399,4,Tank,P41,3.8369999999999997,41.5,0.7188,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.18733385457388585,0.176383319967923
RP,S004,S004.33,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.019299999999999998,0.22,0.0038,4,Tank,P41,0.012199999999999999,0.13,0.0023,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Feed conversion ratio,Australia,0.18852459016393444,0.1968911917098446
RP,S004,S004.34,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,22,0.978,5.4,0.0935,4,Tank,P41,1.2590000000000001,7.8,0.1351,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.10730738681493247,0.09560327198364009
RP,S004,S004.35,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,CF,growth performance,Basal,Not applicable,22,0.0091,0.03,5e-4,4,Tank,P41,0.0095,0.01,0.02,3,Tank,arbitrary units,Table 12,No,NA,Francis et al. (2021),Condition factor,Australia,0,0.054945054945054944
RP,S004,S004.36,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,22,0.013000000000000001,0.1,0.0017000000000000001,4,Tank,P41,0.021,0.2,0.0034999999999999996,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,0.16666666666666663,0.13076923076923078
RP,S005,S005.1,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,SGR,growth performance,Basal,Not applicable,18.5,0.00271,0.02,4e-4,4,Tank,Abfeed (Reference),0.00228,0.03,6e-4,4,Tank,%BW/day,Table 3.2,No,NA,Mwangudza (2024),Specific growth rate,South Africa,0.2631578947368421,0.14760147601476015
RP,S005,S005.2,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,CF,growth performance,Basal,Not applicable,18.5,0.01179,0.01,2e-4,4,Tank,Abfeed (Reference),0.01081,0.01,2e-4,4,Tank,arbitrary units,Table 3.2,No,NA,Mwangudza (2024),Condition factor,South Africa,0.018501387604070305,0.016963528413910092
RP,S005,S005.3,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,SGR,growth performance,Basal,Not applicable,18.5,0.00299,0.02,4e-4,4,Tank,Abfeed (Reference),0.00228,0.03,6e-4,4,Tank,%BW/day,Table 3.2,No,NA,Mwangudza (2024),Specific growth rate,South Africa,0.2631578947368421,0.13377926421404682
RP,S005,S005.4,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,CF,growth performance,Basal,Not applicable,18.5,0.01117,0.01,2e-4,4,Tank,Abfeed (Reference),0.01081,0.01,2e-4,4,Tank,arbitrary units,Table 3.2,No,NA,Mwangudza (2024),Condition factor,South Africa,0.018501387604070305,0.01790510295434199
RP,S005,S005.5,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,LG,growth performance,Basal,Not applicable,18.5,0.018349999999999998,0.15,0.003,4,Tank,Abfeed (Reference),0.015600000000000001,0.28,0.005600000000000001,4,Tank,mm/month,Table 3.2,No,NA,Mwangudza (2024),Length gain,South Africa,0.358974358974359,0.16348773841961856
RP,S005,S005.6,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,LG,growth performance,Basal,Not applicable,18.5,0.02078,0.12,0.0024,4,Tank,Abfeed (Reference),0.015600000000000001,0.28,0.005600000000000001,4,Tank,mm/month,Table 3.2,No,NA,Mwangudza (2024),Length gain,South Africa,0.358974358974359,0.11549566891241578
RP,S005,S005.7,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 30 days,3,30,daily,FW,growth performance,Basal,Not applicable,18.5,0.2016,0.0174,0.0348,4,Tank,Abfeed (Reference) 30 days,0.19469999999999998,0.0191,0.0382,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.19619928094504366,0.17261904761904762
RP,S005,S005.8,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 120 days,3,120,daily,FW,growth performance,Basal,Not applicable,18.5,0.4328,0.03825,0.0765,4,Tank,Abfeed (Reference) 120 days,0.35979999999999995,0.0365,0.073,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.2028904947192885,0.17675600739371533
RP,S005,S005.9,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,0.5023,0.03825,0.0765,4,Tank,Abfeed 150 days (Reference),0.4275,0.03825,0.0765,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.17894736842105263,0.1522994226557834
RP,S005,S005.10,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,0.5931000000000001,0.00485,0.0097,4,Tank,Abfeed (Reference) 30 days,0.5948,0.005370000000000001,0.010740000000000001,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.018056489576328178,0.0163547462485247
RP,S005,S005.11,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,0.6517000000000001,0.00805,0.0161,4,Tank,Abfeed (Reference) 120 days,0.6318,0.0086,0.0172,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.02722380500158278,0.024704618689581095
RP,S005,S005.12,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,0.664,0.00805,0.0161,4,Tank,Abfeed 150 days (Reference),0.6565000000000001,0.00805,0.0161,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.024523990860624522,0.024246987951807228
RP,S005,S005.13,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FW,growth performance,Basal,Not applicable,18.5,0.21719999999999998,0.01565,0.0313,4,Tank,Abfeed (Reference) 30 days,0.19469999999999998,0.0191,0.0382,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.19619928094504366,0.14410681399631678
RP,S005,S005.14,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FW,growth performance,Basal,Not applicable,18.5,0.4362,0.033,0.066,4,Tank,Abfeed (Reference) 120 days,0.35979999999999995,0.0365,0.073,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.2028904947192885,0.15130674002751032
RP,S005,S005.15,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,0.5888,0.0417,0.0834,4,Tank,Abfeed 150 days (Reference),0.4275,0.03825,0.0765,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.17894736842105263,0.14164402173913043
RP,S005,S005.16,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,0.6485,0.00375,0.0075,4,Tank,Abfeed (Reference) 30 days,0.5948,0.005370000000000001,0.010740000000000001,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.018056489576328178,0.01156515034695451
RP,S005,S005.17,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,0.6737000000000001,0.0051,0.0102,4,Tank,Abfeed (Reference) 120 days,0.6318,0.0086,0.0172,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.02722380500158278,0.015140270149918362
